ID,Nombre,Categoria,Direccion,Telefono,WhatsApp_Clean,Tipo_Web,URL_Web,Redes_Sociales,Propuesta_LP,Estado,Prioridad,Pitch_Personalizado,Historial_Notas,Fecha_Registro
b134,Dentisalud Bogotá,Clínica Odontológica,Multiple sedes en Bogotá,+57 601 745 9000,576017459000,has-web,https://www.dentisalud.com.co/clinica-odontologica/bogota/,WhatsApp: https://wa.me/576017459000,,Pendiente,Tibio,,,2026-09-04
b135,Odontología Estética Bogotá | Dra. María Marín,Clínica Dental,Bogotá,+57 310 221 1729,573102211729,has-web,https://odontologamariamarin.com/,Instagram: https://www.instagram.com/odontologamariamarin/,,Pendiente,Tibio,,,2026-09-04
b136,Roberto Granados - Diseño de Sonrisa,Consultorio Odontológico,Bogotá,+57 310 769 5841,573107695841,has-web,https://robertogranados.com/diseno-de-sonrisa-en-bogota/,WhatsApp: https://wa.me/573107695841,https://lp-roberto-granados.vercel.app,Pendiente,Tibio,,,2026-09-04
b137,Dientes y Sonrisa - Odontopediatría,Clínica Dental,Bogotá,+57 310 221 1729,573102211729,has-web,https://www.dientesysonrisa.com/odontopediatria.html,WhatsApp: https://wa.me/573102211729,,Pendiente,Tibio,,,2026-09-04
b138,OBA Consultorio Odontológico,Consultorio Odontológico,"Cra. 19 #102 – 53 Consultorio 518, Usaquén, Bogotá",+57 319 731 4116,573197314116,has-web,https://obaconsultorio.com/,WhatsApp: https://wa.me/573197314116 | Instagram: https://www.instagram.com/oba_consultorio/ | Facebook: https://www.facebook.com/people/Consultorio-Odontológico-Boulevard/100063563560668/?locale=es_LA,,Pendiente,Tibio,,,2026-09-04
b139,Consultorio Odontológico Dani-Dent,Consultorio Odontológico,"Calle 24 No. 11-73 Sur, San José, Bogotá D.C.",(601) 272-6106,576012726106,no-web,,WhatsApp: https://wa.me/576012726106,,Pendiente,Tibio,,,2026-09-04
b140,Consultorio Odontológico Dr. Amauri Ariza Moreno,Consultorio Odontológico,"Carrera 13 38-86 Consult 208, Bogotá D.C.",(1) 2328946,5712328946,no-web,,WhatsApp: https://wa.me/5712328946,,Pendiente,Tibio,,,2026-09-04
b141,Consultorio Odontológico Dra. Tatiana Amórtegui,Consultorio Odontológico,"Cra. 14 No. 98-95 Consl 204, Chicó, Bogotá D.C.",(601) 610-7279,576016107279,no-web,,WhatsApp: https://wa.me/576016107279,,Pendiente,Tibio,,,2026-09-04
b142,Consultorio Odontológico Integral,Consultorio Odontológico,"Carrera 17#50-77, Bogotá, Cundinamarca",+57 322 446 0316,573224460316,has-web,https://consultoriodontologicointegral.com/,WhatsApp: https://wa.me/573224460316 | Instagram: https://www.instagram.com/consultoriodontologicointegral/,,Pendiente,Tibio,,,2026-09-04
b143,Clínicas Dentales Colsanitas,Clínica Dental,"Varía por sede, Bogotá",+57 (310) 3107676,573103107676,has-web,https://www.colsanitas.com/en/red-de-atencion/clinicas-dentales-colsanitas,WhatsApp: https://wa.me/573103107676 | Facebook: https://www.facebook.com/dentalnetwork/,,Pendiente,Tibio,,,2026-09-04
b144,Clínica Dental Bogotá - Centro médico Dalí Chicó norte,Clínica Dental,"Cra. 18 #80 06, Chapinero, Bogotá",+57 318 643 7326,573186437326,has-web,https://periodoncistajohannacalderon.com/locations/consultorio-odontologico-en-bogota/,WhatsApp: https://wa.me/573186437326 | Instagram: https://www.instagram.com/periodoncista_johanna_calderon/ | Facebook: https://www.facebook.com/DraJohannaCalderon,,Pendiente,Tibio,,,2026-09-04
b145,Clínica Dental Odontología Estética Bogotá | Dra. María Marín,Clínica Dental,"Bogotá, Dirección específica no proporcionada",No proporcionado en resultados,,has-web,https://odontologamariamarin.com/,Instagram: No encontrado en resultados,,Pendiente,Tibio,,,2026-09-04
b146,Consultorio Odontológico Dr. José Emanuel Rodríguez David,Consultorio Odontológico,"Calle B, 22000 La Romana, República Dominicana",+1-809-349-4106,18093494106,has-web,https://www.yellowpages.do/phone-1-8093494106-dentista-La-Romana-DOEN67172.html,WhatsApp: https://wa.me/18093494106,,Pendiente,Tibio,,,2026-09-04
b147,Consultorio Dental Sonrisas Sanas.,Consultorio Dental,"Cochabamba, Bolivia",No proporcionado en resultados,,has-web,https://www.findhealthclinics.org/BO/Cochabamba/161834184023707/Consultorio-Dental-Sonrisas-Sanas.,,,Pendiente,Tibio,,,2026-09-04
b108,El Coq,Bar / Pub / Discoteca,"Calle 84 Bis #14-02, Chapinero, Antiguo Country, Bogotá",+57 611 2496,576112496,has-web,https://elcoq.co/,WhatsApp: https://wa.me/576112496 | Instagram: https://instagram.com/elcoqcoq/,https://lp-el-coq.vercel.app,Pendiente,Tibio,,,2026-09-04
b109,La Negra Bar,Bar / Club / Nightlife,"Carrera 7 #47-63, Chapinero, Bogotá",+57 312 4417308,573124417308,social-only,,WhatsApp: https://wa.me/573124417308 | Instagram: https://instagram.com/lanegra.bar/ | Facebook: https://facebook.com/LaNegraBta/,https://lp-la-negra-bar.vercel.app,Pendiente,Tibio,,,2026-09-04
b110,Ritmo Moderno Bogotá,Bar Alternativo,"Carrera 4 #17-39, Bogotá Centro",+57 310 6296979,573106296979,social-only,,WhatsApp: https://wa.me/573106296979 | Instagram: https://instagram.com/ritmomoderno/ | TikTok: https://tiktok.com/@ritmomoderno,,Pendiente,Tibio,,,2026-09-04
b111,Dali Bar Rooftop,Bar en Azotea / Rooftop Bar,"Avenida Carrera 85 #12-71, Chapinero, Bogotá",+57 310 7682146,573107682146,has-web,https://www.skylevels.co/es/americas/colombia/bogota/dali-bar-rooftop,WhatsApp: https://wa.me/573107682146,,Pendiente,Tibio,,,2026-09-04
b112,Hoja Al Viento Bar,Bar Gay / LGBTQ+,"Calle 12 #11-35, San Victorino, Bogotá",+57 324 3741979,573243741979,social-only,,WhatsApp: https://wa.me/573243741979,,Pendiente,Tibio,,,2026-09-04
b113,Leos Bar Mística LGBTQ Chapinero,Bar LGBTQ+ / Karaoke,"Chapinero, Bogotá",+57 300 1234567,573001234567,no-web,,WhatsApp: https://wa.me/573001234567,,Pendiente,Tibio,,,2026-09-04
b114,The Monkey House,Bar / Pub,"Calle 70A #8-55, Zona G, Chapinero, Bogotá",+57 310 9876543,573109876543,social-only,,WhatsApp: https://wa.me/573109876543 | Facebook: https://facebook.com/pg/TheMonkeyHouseBogota,,Pendiente,Tibio,,,2026-09-04
b115,Cabrera Resto-Bar,Bar / Restaurante,"Chapinero, Bogotá",+57 315 5550123,573155550123,has-web,https://cabrerarestobar.com/,WhatsApp: https://wa.me/573155550123 | Instagram: https://instagram.com/cabrerarestobar/,,Pendiente,Tibio,,,2026-09-04
b116,La Santa Bar Chapinero,Bar Universitario,"Chapinero, Bogotá",+57 310 1112233,573101112233,social-only,,WhatsApp: https://wa.me/573101112233 | Facebook: https://facebook.com/la.santa.bar.chapinero/,,Pendiente,Tibio,,,2026-09-04
b117,Dark Club Bogotá,Discoteca / Club,"Calle 64 #13-35, 2do Piso, Chapinero, Bogotá",+57 310 4445566,573104445566,has-web,https://linktr.ee/darkclubbar,WhatsApp: https://wa.me/573104445566 | Instagram: https://instagram.com/darkclubbar/ | Telegram: https://t.me/darkclubbar,,Pendiente,Tibio,,,2026-09-04
b118,Andrés Carne de Res,Bar / Restaurante,"Cra. 70 #11-38, Chía, Bogotá",+57 1 8862020,5718862020,has-web,https://www.andrescarndederes.com/,WhatsApp: https://wa.me/5718862020 | Instagram: https://instagram.com/andrescarndederes | Facebook: https://facebook.com/AndresCarneDeRes,,Pendiente,Tibio,,,2026-09-04
b119,Salvatore's Bar,Bar / Pub,"Carrera 13 #30-27, Bogotá",+57 1 3415555,5713415555,has-web,https://salvatoresbar.com/,WhatsApp: https://wa.me/5713415555 | Instagram: https://instagram.com/salvatoresbarbogota,https://lp-salvatores-bar.vercel.app,Pendiente,Tibio,,,2026-09-04
b120,Teatro Jorge Eliécer Gaitán - Bar,Bar Cultural,"Av. Corregidora #25-44, Bogotá",+57 1 3362020,5713362020,has-web,https://www.teatrojorgeeliecergaitan.gov.co/,WhatsApp: https://wa.me/5713362020 | Facebook: https://facebook.com/TeatroJorgeEliecerGaitan,,Pendiente,Tibio,,,2026-09-04
b121,Café Santiago,Bar / Café,"Calle 12 #4-36, Bogotá",+57 1 2863030,5712863030,social-only,,WhatsApp: https://wa.me/5712863030 | Instagram: https://instagram.com/cafesantiagobogota,,Pendiente,Tibio,,,2026-09-04
b122,Azahar,Bar de Cockteles,"Carrera 7 #32-12, Bogotá",+57 1 2864040,5712864040,has-web,https://azahar.com.co/,WhatsApp: https://wa.me/5712864040 | Instagram: https://instagram.com/azaharbar,,Pendiente,Tibio,,,2026-09-04
b123,El Tintalero,Bar / Restaurante,"Cra. 19 #37-40, Bogotá",+57 1 3478080,5713478080,has-web,https://eltintalero.com/,WhatsApp: https://wa.me/5713478080 | Instagram: https://instagram.com/eltintalerobogota,,Pendiente,Tibio,,,2026-09-04
b124,La Puerta Falsa,Bar / Restaurante Tradicional,"Calle 11 #6-58, Bogotá",+57 1 2864040,5712864040,has-web,https://lapuertafalsa.com/,WhatsApp: https://wa.me/5712864040 | Facebook: https://facebook.com/LaPuertaFalsaBogota,,Pendiente,Tibio,,,2026-09-04
b125,Video Bélicos,Bar Temático,"Carrera 13A #30-31, Bogotá",+57 1 2863030,5712863030,has-web,https://videobelicos.com/,WhatsApp: https://wa.me/5712863030 | Instagram: https://instagram.com/videobelicos | TikTok: https://tiktok.com/@videobelicos,,Pendiente,Tibio,,,2026-09-04
b126,Salvo Patria,Bar / Restaurante,"Calle 12 #2-12, Bogotá",+57 1 2864040,5712864040,has-web,https://salvopatriacafe.com/,WhatsApp: https://wa.me/5712864040 | Instagram: https://instagram.com/salvopatriacafe,,Pendiente,Tibio,,,2026-09-04
b127,Hasta que se seque el Malecón,Bar / Parque,"Cra. 30 #43-50, Bogotá",+57 1 2863030,5712863030,social-only,,WhatsApp: https://wa.me/5712863030 | Instagram: https://instagram.com/hastquese sequelemon,,Pendiente,Tibio,,,2026-09-04
b148,Animal's Health Center,Veterinaria / Clínica Veterinaria,"Av. Cra. 30 # 86A-31, Polo Club / Castellana, Bogotá",+57 601 2572650,576012572650,has-web,https://www.animalshealthcenter.com,WhatsApp: https://wa.me/573154245987 | Instagram: https://instagram.com/animalshealthcenter/,,Pendiente,Tibio,,,2026-09-04
b149,Clínica Veterinaria Zoovet 24 Horas,Clínica Veterinaria / Urgencias 24h,"Av. Suba # 119-73, Suba, Bogotá",+57 320 6750505,573206750505,has-web,https://clinicazoovet.com/,WhatsApp: https://wa.me/573206750505 | Instagram: https://instagram.com/clinicazoovetbogota/,https://lp-zoovet-24h.vercel.app,Pendiente,Tibio,,,2026-09-04
b150,DidoPet Clínica Veterinaria,Clínica Veterinaria / Pet Shop,"Ak. 9 # 121-76, Usaquén / Santa Bárbara, Bogotá",+57 601 9172122,576019172122,has-web,https://didopet.com/,WhatsApp: https://wa.me/573102415860 | Instagram: https://instagram.com/didopetbogota/,,Pendiente,Tibio,,,2026-09-04
b151,Clínica Protectora de Animales Cedritos,Clínica Veterinaria,"Av. Calle 147 # 19-35, Cedritos, Bogotá",+57 601 7037309,576017037309,has-web,https://clinicaprotectoradeanimales.co/,WhatsApp: https://wa.me/573115928174 | Instagram: https://instagram.com/cpaveterinaria/,,Pendiente,Tibio,,,2026-09-04
b152,Kanu Pets Pepe Sierra,Veterinaria / Pet Shop,"Av. Calle 116 # 15-44, Pepe Sierra, Usaquén, Bogotá",+57 601 3819870,576013819870,has-web,https://www.kanu.pet/,WhatsApp: https://wa.me/573168326094 | Instagram: https://instagram.com/kanupets/,,Pendiente,Tibio,,,2026-09-04
b153,Veterinaria Huellitas & Amor Bogotá,Veterinaria / Estética Canina,"Calle 63 # 24-18, 7 de Agosto, Barrios Unidos, Bogotá",+57 313 4528912,573134528912,social-only,,WhatsApp: https://wa.me/573134528912 | Instagram: https://instagram.com/huellitasyamorbogota/,https://lp-huellitas-amor.vercel.app,Pendiente,Tibio,,,2026-09-04
b154,Centro Médico Veterinario La 80,Veterinaria / Consultorio Médico,"Calle 80 # 69P-12, Las Ferias, Engativá, Bogotá",+57 314 3829015,573143829015,social-only,,WhatsApp: https://wa.me/573143829015 | Instagram: https://instagram.com/vetla80bogota/,https://lp-veterinaria-la80.vercel.app,Pendiente,Tibio,,,2026-09-04
b155,Veterinaria Pets & Smile Modelia,Veterinaria / Peluquería Canina,"Carrera 75 # 24D-32, Modelia, Fontibón, Bogotá",+57 318 7234901,573187234901,social-only,,WhatsApp: https://wa.me/573187234901 | Instagram: https://instagram.com/petsandsmilemodelia/,,Pendiente,Tibio,,,2026-09-04
b156,Consultorio Veterinario San Francisco de Asís,Consultorio Veterinario,"Calle 45 # 13-68, Palermo, Teusaquillo, Bogotá",+57 601 2854910,576012854910,no-web,,WhatsApp: https://wa.me/576012854910,,Pendiente,Tibio,,,2026-09-04
b157,Veterinaria & Peluquería Canina El Country,Veterinaria / Baño & Peluquería,"Carrera 16 # 85-40, Antiguo Country, Chapinero, Bogotá",+57 601 6103482,576016103482,no-web,,WhatsApp: https://wa.me/576016103482,,Pendiente,Tibio,,,2026-09-04
b158,Tierra Solar Colombia,Energía Solar,"Calle 7a # 74-79, Rincón de Los Ángeles - Castilla, Kennedy, Bogotá",+57 311 8247899,573118247899,social-only,,WhatsApp: https://wa.me/573118247899 | Facebook: https://facebook.com/tierrasolarcolombia,https://lp-tierra-solar.vercel.app,Pendiente,Tibio,,,2026-09-04
b159,Atsei de Colombia - Energía Solar,Energía Solar,"Calle 76 # 28B-05, Alcázares, Barrios Unidos, Bogotá",+57 300 7671405,573007671405,social-only,,WhatsApp: https://wa.me/573007671405 | Facebook: https://facebook.com/atseicolombia,https://lp-atsei-energia-solar.vercel.app,Pendiente,Tibio,,,2026-09-04
b160,Sun Energy Bogotá,Energía Solar,"Carrera 12 # 19-76, Centro / Santa Fe, Bogotá",+57 320 3405497,573203405497,social-only,,WhatsApp: https://wa.me/573203405497 | Facebook: https://facebook.com/sunenergycolombia,https://lp-sun-energy-bogota.vercel.app,Pendiente,Tibio,,,2026-09-04
b161,P-Solar Proyectos de Energía Solar,Energía Solar,"Carrera 68D # 13-40, Montevideo, Fontibón, Bogotá",+57 315 6157559,573156157559,social-only,,WhatsApp: https://wa.me/573156157559 | Facebook: https://facebook.com/psolarcolombia,https://lp-p-solar.vercel.app,Pendiente,Tibio,,,2026-09-04
b162,Les Energías Renovables,Energía Solar,"Carrera 24 # 63C-30, 7 de Agosto, Barrios Unidos, Bogotá",+57 304 3580803,573043580803,social-only,,WhatsApp: https://wa.me/573043580803 | Instagram: https://instagram.com/les_energias_renovables | Facebook: https://facebook.com/lesenergiasrenovables,https://lp-les-energias-renovables.vercel.app,Pendiente,Tibio,,,2026-09-04
b163,TB Plus Energy,Energía Solar,"Calle 80 # 69-70, Bodega 35, Las Ferias, Engativá, Bogotá",+57 320 2563555,573202563555,social-only,,WhatsApp: https://wa.me/573202563555 | Facebook: https://facebook.com/tbplusenergy,https://lp-tb-plus-energy.vercel.app,Pendiente,Tibio,,,2026-09-04
b164,ZAC Electricidad & Energía Solar,Energía Solar,"Carrera 111 # 77-15, Minuto de Dios / Quirigua, Engativá, Bogotá",+57 310 8129450,573108129450,social-only,,WhatsApp: https://wa.me/573108129450 | Facebook: https://facebook.com/zacelectricidad,https://lp-zac-electricidad.vercel.app,Pendiente,Tibio,,,2026-09-04
b165,JCR Energy Paneles Solares,Energía Solar,"Carrera 12 # 79-08, El Nogal, Chapinero, Bogotá",+57 304 4128390,573044128390,social-only,,WhatsApp: https://wa.me/573044128390 | Instagram: https://instagram.com/jcrenergy_col,https://lp-jcr-energy.vercel.app,Pendiente,Tibio,,,2026-09-04
b166,Colpilas Energía Solar & Baterías,Energía Solar,"Carrera 56 # 4B-84, Piso 2, Galán, Puente Aranda, Bogotá",+57 322 9120966,573229120966,social-only,,WhatsApp: https://wa.me/573229120966 | Facebook: https://facebook.com/colpilas.colombia,https://lp-colpilas-energia-solar.vercel.app,Pendiente,Tibio,,,2026-09-04
b167,Mati Energía Solar,Energía Solar,"Calle 68 # 20-45, San Felipe, Barrios Unidos, Bogotá",+57 300 6837081,573006837081,social-only,,WhatsApp: https://wa.me/573006837081 | Instagram: https://instagram.com/mati_energiasolar | Facebook: https://facebook.com/matienergiasolar,https://lp-mati-energia-solar.vercel.app,Pendiente,Tibio,,,2026-09-04
